MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
Bandhan Nifty Alpha 50 Index Fund-Reg(G),Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),Sundaram Nifty 100 Equal Weight Fund(G),Unrated,33,0.82,3.77,-4.32,3.86,5.39,14.65,24.5,98.89,1.08,2384
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Unrated,22,3.59,3.21,-3.43,4.05,7.3,15.11,,360.68,1.02,44741
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,9,-10.37,4.22,-8.27,-2.13,2.97,17.16,34.0,791.62,1.04,43811
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,3,-4.44,4.24,-4.28,1.61,9.48,20.47,31.86,1986.88,1.0,43810
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,16,3.64,3.24,-3.37,4.09,7.39,15.4,26.75,1984.11,0.92,38179
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),Sundaram Nifty 100 Equal Weight Fund(G),Unrated,33,0.82,3.77,-4.32,3.86,5.39,14.65,24.5,98.89,1.08,2384
Axis Credit Risk Fund-Reg(G),Axis Mutual Fund,Axis Credit Risk Fund-Reg(G),Axis Credit Risk Fund-Reg(G),4,8,3.27,1.58,4.66,2.87,9.05,7.11,6.84,360.19,1.58,23018
Axis Credit Risk Fund-Reg(G),DSP Mutual Fund,DSP Credit Risk Fund-Reg(G),DSP Credit Risk Fund-Reg(G),3,1,16.12,1.35,17.7,15.63,22.47,13.95,10.72,207.05,1.13,685
Axis Credit Risk Fund-Reg(G),Bank of India Mutual Fund,Bank of India Credit Risk Fund-Reg(G),Bank of India Credit Risk Fund-Reg(G),2,15,2.38,1.15,3.23,2.05,5.51,5.48,10.47,110.06,1.38,30390
Axis Credit Risk Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Credit Risk Fund-Reg(G),Aditya Birla SL Credit Risk Fund-Reg(G),3,2,6.97,1.72,8.23,6.33,17.15,10.63,9.45,969.59,1.54,29571
Axis Credit Risk Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Credit Risk Fund-Reg(G),Baroda BNP Paribas Credit Risk Fund-Reg(G),4,7,3.25,1.41,4.44,2.76,9.21,7.34,9.11,173.49,1.6,25569
WOC Banking & Financial Services Fund-Reg(G),WhiteOak Capital Mutual Fund,WOC Banking & Financial Services Fund-Reg(G),WOC Banking & Financial Services Fund-Reg(G),Unrated,,6.17,7.79,8.12,13.34,21.89,,,359.81,2.39,48332
WOC Banking & Financial Services Fund-Reg(G),Nippon India Mutual Fund,Nippon India Banking & Financial Services Fund(G),Nippon India Banking & Financial Services Fund(G),5,4,9.8,9.25,7.66,14.0,19.2,20.2,29.81,6565.78,1.87,2445
WOC Banking & Financial Services Fund-Reg(G),Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),Sundaram Fin Serv Opp Fund(G),4,1,10.18,10.33,7.35,14.13,15.84,21.93,26.36,1415.22,2.15,5144
WOC Banking & Financial Services Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Banking & Financial Services Fund-Reg(G),Aditya Birla SL Banking & Financial Services Fund-Reg(G),4,10,8.95,8.48,6.52,14.26,15.48,17.4,25.81,3248.48,2.0,24150
WOC Banking & Financial Services Fund-Reg(G),Invesco Mutual Fund,Invesco India Financial Services Fund(G),Invesco India Financial Services Fund(G),2,2,4.25,7.94,4.59,10.28,18.72,20.71,25.26,1208.19,2.17,5348
Kotak Transportation & Logistics Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Transportation & Logistics Fund-Reg(G),Kotak Transportation & Logistics Fund-Reg(G),Unrated,,-4.23,2.07,,-0.9,,,,359.76,2.41,48943
Kotak Transportation & Logistics Fund-Reg(G),UTI Mutual Fund,UTI Transportation & Logistics Fund-Reg(G),UTI Transportation & Logistics Fund-Reg(G),Unrated,1,-1.47,2.32,-8.78,1.56,1.1,21.34,30.4,3163.31,1.95,3435
Kotak Transportation & Logistics Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Nifty Auto Index Fund-Reg(G),ICICI Pru Nifty Auto Index Fund-Reg(G),Unrated,,-2.06,0.6,-11.43,-1.87,0.19,,,131.6,0.97,45995
Kotak Transportation & Logistics Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Transportation and Logistics Fund-Reg(G),ICICI Pru Transportation and Logistics Fund-Reg(G),Unrated,,-2.82,1.5,-7.97,0.06,6.66,,,2862.29,1.98,46979
Kotak Transportation & Logistics Fund-Reg(G),Bandhan Mutual Fund,Bandhan Transportation and Logistics Fund-Reg(G),Bandhan Transportation and Logistics Fund-Reg(G),Unrated,,-4.07,1.88,-10.62,-1.02,-0.32,,,496.12,2.43,46986
Baroda BNP Paribas Retirement Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Retirement Fund-Reg(G),Baroda BNP Paribas Retirement Fund-Reg(G),Unrated,,-1.76,3.2,-1.19,2.12,,,,355.5,2.27,48794
Baroda BNP Paribas Retirement Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,-0.87,3.59,-2.51,3.15,8.07,20.53,29.84,1073.69,2.18,25667
Baroda BNP Paribas Retirement Fund-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,-0.59,4.05,-2.3,3.19,9.85,18.66,29.12,5983.38,1.79,24803
Baroda BNP Paribas Retirement Fund-Reg(G),Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),Nippon India Retirement Fund-Wealth Creation(G),3,6,-3.0,3.79,-3.98,2.78,9.4,16.99,24.44,3044.04,1.95,17164
Baroda BNP Paribas Retirement Fund-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,-1.35,5.14,-2.85,2.35,8.12,13.86,22.79,340.23,2.5,3304
Invesco India Overnight Fund-Reg(G),Invesco Mutual Fund,Invesco India Overnight Fund-Reg(G),Invesco India Overnight Fund-Reg(G),1,4,1.94,0.51,3.18,1.53,6.54,6.28,5.0,353.22,0.12,44317
Invesco India Overnight Fund-Reg(G),Bank of India Mutual Fund,Bank of India Overnight Fund-Reg(G),Bank of India Overnight Fund-Reg(G),2,1,1.98,0.53,3.25,1.56,6.67,6.4,5.12,41.29,0.1,44437
Invesco India Overnight Fund-Reg(G),Axis Mutual Fund,Axis Overnight Fund-Reg(G),Axis Overnight Fund-Reg(G),5,2,1.97,0.53,3.22,1.55,6.6,6.33,5.05,6348.03,0.09,42062
Invesco India Overnight Fund-Reg(G),PGIM India Mutual Fund,PGIM India Overnight Fund-Reg(G),PGIM India Overnight Fund-Reg(G),Unrated,10,1.95,0.52,3.2,1.54,6.57,6.27,5.02,29.49,0.15,24529
Invesco India Overnight Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Overnight Fund-Reg(G),Mirae Asset Overnight Fund-Reg(G),2,9,1.94,0.51,3.17,1.52,6.53,6.27,5.02,390.72,0.15,44008
Sundaram Banking & PSU Fund(G),Sundaram Mutual Fund,Sundaram Banking & PSU Fund(G),Sundaram Banking & PSU Fund(G),2,8,3.72,1.94,4.98,3.24,9.64,7.04,5.92,352.67,0.42,2960
Sundaram Banking & PSU Fund(G),UTI Mutual Fund,UTI Banking & PSU Fund-Reg(G),UTI Banking & PSU Fund-Reg(G),2,1,3.34,1.64,4.51,2.86,8.92,9.15,7.27,785.18,0.53,21956
Sundaram Banking & PSU Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),ICICI Pru Banking & PSU Debt Fund(G),3,2,3.52,1.76,4.94,3.04,9.21,7.46,6.91,10368.32,0.74,8080
Sundaram Banking & PSU Fund(G),Edelweiss Mutual Fund,Edelweiss Banking and PSU Debt Fund-Reg(G),Edelweiss Banking and PSU Debt Fund-Reg(G),5,3,3.99,2.14,5.01,3.48,10.09,7.34,6.74,263.16,0.7,23296
Sundaram Banking & PSU Fund(G),Kotak Mahindra Mutual Fund,Kotak Banking and PSU Debt Fund(G),Kotak Banking and PSU Debt Fund(G),4,5,3.72,2.0,4.98,3.23,9.62,7.17,6.69,6011.31,0.75,2044
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Invesco Mutual Fund,Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Unrated,12,-14.26,-8.16,-9.05,-17.82,9.12,13.05,,351.19,0.4,45943
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,3,-20.83,-10.54,-0.29,-22.23,15.88,17.7,19.91,5339.19,0.57,41322
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Invesco Mutual Fund,Invesco India - Invesco Global Equity Income FoF-Reg(G),Invesco India - Invesco Global Equity Income FoF-Reg(G),Unrated,11,-2.15,-6.09,-2.62,-6.53,11.16,13.85,17.85,31.66,1.4,24405
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Edelweiss Mutual Fund,Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Unrated,7,16.41,0.43,9.72,11.9,16.69,14.45,16.95,108.28,2.33,24618
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),Edelweiss Mutual Fund,Edelweiss US Technology Equity FOF-Reg(G),Edelweiss US Technology Equity FOF-Reg(G),Unrated,13,-16.19,-11.68,-10.12,-25.03,4.51,12.77,16.34,2350.91,2.35,44630
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Unrated,,-10.57,2.17,-18.32,-2.43,-6.79,,,350.73,0.79,47977
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,9,-10.37,4.22,-8.27,-2.13,2.97,17.16,34.0,791.62,1.04,43811
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,3,-4.44,4.24,-4.28,1.61,9.48,20.47,31.86,1986.88,1.0,43810
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,16,3.64,3.24,-3.37,4.09,7.39,15.4,26.75,1984.11,0.92,38179
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),Sundaram Nifty 100 Equal Weight Fund(G),Unrated,33,0.82,3.77,-4.32,3.86,5.39,14.65,24.5,98.89,1.08,2384
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),UTI Mutual Fund,UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),Unrated,,4.75,2.67,5.83,3.96,12.26,,,350.2,0.4,47337
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),Nippon India Mutual Fund,Nippon India Nivesh Lakshya Fund(G),Nippon India Nivesh Lakshya Fund(G),Unrated,1,5.14,2.82,5.69,4.56,12.65,9.32,7.01,9659.2,0.65,35207
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Long Term Bond Fund(G),ICICI Pru Long Term Bond Fund(G),Unrated,2,5.37,2.9,6.65,4.76,12.7,8.55,5.95,1077.51,0.97,1617
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),Bandhan Mutual Fund,Bandhan Bond Fund - Income Plan-Reg(G),Bandhan Bond Fund - Income Plan-Reg(G),Unrated,4,3.69,1.98,4.28,3.19,9.49,6.34,5.2,490.54,1.98,1090
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),HDFC Mutual Fund,HDFC Long Duration Debt Fund-Reg(G),HDFC Long Duration Debt Fund-Reg(G),Unrated,,5.23,2.91,5.48,4.51,13.16,,,5568.58,0.65,45991
Invesco India Multi Asset Allocation Fund-Reg(G),Invesco Mutual Fund,Invesco India Multi Asset Allocation Fund-Reg(G),Invesco India Multi Asset Allocation Fund-Reg(G),Unrated,,5.6,2.27,,4.23,,,,348.73,1.86,49224
Invesco India Multi Asset Allocation Fund-Reg(G),Quant Mutual Fund,Quant Multi Asset Fund(G),Quant Multi Asset Fund(G),5,4,-1.03,2.91,-1.55,1.45,4.01,16.5,31.38,3182.56,1.88,869
Invesco India Multi Asset Allocation Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Multi-Asset Fund(G),ICICI Pru Multi-Asset Fund(G),Unrated,2,6.08,2.77,3.3,5.26,13.21,18.23,26.07,55360.32,1.41,1495
Invesco India Multi Asset Allocation Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund-Reg(G),Edelweiss Aggressive Hybrid Fund-Reg(G),Unrated,3,0.0,2.97,-0.67,3.21,12.27,16.59,22.08,2487.15,1.93,7922
Invesco India Multi Asset Allocation Fund-Reg(G),Tata Mutual Fund,Tata Multi Asset Opp Fund-Reg(G),Tata Multi Asset Opp Fund-Reg(G),Unrated,8,1.26,3.61,0.44,3.78,8.9,13.31,19.1,3554.05,1.81,44648
Canara Rob Overnight Fund-Reg(G),Canara Robeco Mutual Fund,Canara Rob Overnight Fund-Reg(G),Canara Rob Overnight Fund-Reg(G),3,12,1.92,0.51,3.15,1.51,6.48,6.25,5.01,348.54,0.11,43350
Canara Rob Overnight Fund-Reg(G),Bank of India Mutual Fund,Bank of India Overnight Fund-Reg(G),Bank of India Overnight Fund-Reg(G),2,1,1.98,0.53,3.25,1.56,6.67,6.4,5.12,41.29,0.1,44437
Canara Rob Overnight Fund-Reg(G),Axis Mutual Fund,Axis Overnight Fund-Reg(G),Axis Overnight Fund-Reg(G),5,2,1.97,0.53,3.22,1.55,6.6,6.33,5.05,6348.03,0.09,42062
Canara Rob Overnight Fund-Reg(G),PGIM India Mutual Fund,PGIM India Overnight Fund-Reg(G),PGIM India Overnight Fund-Reg(G),Unrated,10,1.95,0.52,3.2,1.54,6.57,6.27,5.02,29.49,0.15,24529
Canara Rob Overnight Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Overnight Fund-Reg(G),Mirae Asset Overnight Fund-Reg(G),2,9,1.94,0.51,3.17,1.52,6.53,6.27,5.02,390.72,0.15,44008
Mirae Asset Short Duration Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Short Duration Fund-Reg(G),Mirae Asset Short Duration Fund-Reg(G),2,14,3.66,1.8,4.89,3.14,9.18,6.69,5.85,347.46,1.11,38870
Mirae Asset Short Duration Fund-Reg(G),Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),Bank of India Short Term Income Fund-Reg(G),Unrated,1,3.19,1.52,6.28,2.75,10.47,9.38,8.25,114.11,1.0,7456
Mirae Asset Short Duration Fund-Reg(G),UTI Mutual Fund,UTI Short Duration Fund-Reg(G),UTI Short Duration Fund-Reg(G),4,6,3.42,1.74,4.7,3.0,8.99,7.08,7.47,2565.85,0.84,3656
Mirae Asset Short Duration Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India ST Income Plan(G),Franklin India ST Income Plan(G),1,23,6.6,6.6,6.6,6.6,6.6,5.38,7.32,12.51,,3402
Mirae Asset Short Duration Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Short Term Fund(G),Aditya Birla SL Short Term Fund(G),4,4,3.54,1.77,4.86,3.06,9.35,7.2,7.03,8068.03,0.94,287
PGIM India Multi Cap Fund-Reg(G),PGIM India Mutual Fund,PGIM India Multi Cap Fund-Reg(G),PGIM India Multi Cap Fund-Reg(G),Unrated,,-3.35,3.72,-4.66,3.14,,,,345.83,2.38,48968
PGIM India Multi Cap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,2,-3.03,3.52,-4.71,3.19,9.67,22.75,32.51,38636.66,1.56,2466
PGIM India Multi Cap Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,25,-5.3,2.93,-8.67,-1.99,-7.34,11.48,31.1,9389.39,1.75,871
PGIM India Multi Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Focused 30 Fund(G),HDFC Focused 30 Fund(G),2,1,3.42,4.22,2.17,6.62,18.18,23.21,30.84,17226.97,1.68,1129
PGIM India Multi Cap Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,15,-3.81,5.11,-3.8,2.86,8.66,16.63,28.56,4883.18,1.83,36401
Samco Multi Cap Fund-Reg(G),Samco Mutual Fund,Samco Multi Cap Fund-Reg(G),Samco Multi Cap Fund-Reg(G),Unrated,,-5.48,0.22,,-0.98,,,,345.2,2.38,49152
Samco Multi Cap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,2,-3.03,3.52,-4.71,3.19,9.67,22.75,32.51,38636.66,1.56,2466
Samco Multi Cap Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,25,-5.3,2.93,-8.67,-1.99,-7.34,11.48,31.1,9389.39,1.75,871
Samco Multi Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Focused 30 Fund(G),HDFC Focused 30 Fund(G),2,1,3.42,4.22,2.17,6.62,18.18,23.21,30.84,17226.97,1.68,1129
Samco Multi Cap Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,15,-3.81,5.11,-3.8,2.86,8.66,16.63,28.56,4883.18,1.83,36401
DSP Nifty 50 ETF,DSP Mutual Fund,DSP Nifty 50 ETF,DSP Nifty 50 ETF,Unrated,71,3.13,3.49,-0.89,4.51,9.44,13.29,,342.6,0.07,36811
DSP Nifty 50 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
DSP Nifty 50 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
DSP Nifty 50 ETF,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
DSP Nifty 50 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
Bandhan G-Sec-Constant Maturity Plan-Reg(G),Bandhan Mutual Fund,Bandhan G-Sec-Constant Maturity Plan-Reg(G),Bandhan G-Sec-Constant Maturity Plan-Reg(G),Unrated,1,5.38,2.96,6.75,4.76,13.04,8.69,6.49,342.45,0.36,1079
Bandhan G-Sec-Constant Maturity Plan-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Constant Maturity Gilt Fund(G),ICICI Pru Constant Maturity Gilt Fund(G),Unrated,2,5.27,2.92,6.83,4.68,12.8,8.57,6.83,2537.17,0.39,30426
Bandhan G-Sec-Constant Maturity Plan-Reg(G),SBI Mutual Fund,SBI Magnum Constant Maturity Fund-Reg(G),SBI Magnum Constant Maturity Fund-Reg(G),Unrated,3,5.03,2.85,6.47,4.46,12.39,8.5,6.4,1831.08,0.63,2756
Bandhan G-Sec-Constant Maturity Plan-Reg(G),DSP Mutual Fund,DSP 10Y G-Sec Fund-Reg(G),DSP 10Y G-Sec Fund-Reg(G),Unrated,4,4.8,2.49,6.23,4.14,11.9,8.31,5.69,59.07,0.51,17573
Bandhan G-Sec-Constant Maturity Plan-Reg(G),UTI Mutual Fund,UTI Gilt Fund with 10 year Constant Duration-Reg(G),UTI Gilt Fund with 10 year Constant Duration-Reg(G),Unrated,,4.94,2.76,6.37,4.35,12.21,,,168.68,0.7,40967
Bandhan FTP-179-3652D-Reg(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,3,4.18,2.24,5.34,3.65,11.09,8.15,7.17,342.25,,42924
Bandhan FTP-179-3652D-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,2,4.25,2.18,5.4,3.69,11.08,8.22,7.19,452.63,,43023
Bandhan FTP-179-3652D-Reg(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,1,4.19,2.12,5.41,3.62,11.1,8.26,7.17,47.8,,43205
Bandhan FTP-179-3652D-Reg(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,5,4.12,2.16,5.25,3.59,10.99,8.09,7.04,64.19,,43259
Bandhan FTP-179-3652D-Reg(G),SBI Mutual Fund,SBI FMP-6-3668D-Reg(G),SBI FMP-6-3668D-Reg(G),Unrated,6,4.15,2.13,5.34,3.57,10.87,8.05,6.92,34.58,,43566
SBI LT Advantage Fund-V-Reg(G),SBI Mutual Fund,SBI LT Advantage Fund-V-Reg(G),SBI LT Advantage Fund-V-Reg(G),Unrated,4,2.02,8.54,6.37,5.9,33.0,20.68,26.91,342.25,,38291
SBI LT Advantage Fund-V-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,19,-7.99,5.53,-9.07,-2.62,2.07,16.79,35.83,32.63,1.42,37867
SBI LT Advantage Fund-V-Reg(G),Sundaram Mutual Fund,Sundaram LT Tax Adv Fund-Sr III-Reg(G),Sundaram LT Tax Adv Fund-Sr III-Reg(G),Unrated,15,-6.76,5.39,-8.44,-2.05,2.37,17.71,35.02,30.07,1.41,38374
SBI LT Advantage Fund-V-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,39,-1.5,3.85,-10.25,1.17,-6.46,13.86,34.77,10404.84,1.67,889
SBI LT Advantage Fund-V-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,25,-7.76,5.31,-8.96,-2.35,3.45,16.04,34.74,27.2,1.41,36903
Sundaram Low Duration Fund(G),Sundaram Mutual Fund,Sundaram Low Duration Fund(G),Sundaram Low Duration Fund(G),2,17,2.66,1.14,3.89,2.25,7.7,6.48,5.35,342.03,1.24,2343
Sundaram Low Duration Fund(G),JM Financial Mutual Fund,JM Low Duration Fund(G),JM Low Duration Fund(G),4,15,2.76,1.15,4.05,2.32,7.82,6.53,9.45,223.94,0.73,1938
Sundaram Low Duration Fund(G),UTI Mutual Fund,UTI Low Duration Fund-Reg(G),UTI Low Duration Fund-Reg(G),4,2,2.85,1.22,4.16,2.41,8.16,6.99,7.19,2734.89,0.45,3601
Sundaram Low Duration Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Savings Fund(G),ICICI Pru Savings Fund(G),5,1,2.87,1.23,4.19,2.43,8.25,7.36,6.66,21473.61,0.53,1500
Sundaram Low Duration Fund(G),HDFC Mutual Fund,HDFC Low Duration Fund(G),HDFC Low Duration Fund(G),4,4,2.79,1.23,4.0,2.37,7.81,6.77,6.21,18185.04,1.01,1114
ICICI Pru BSE 500 ETF,ICICI Prudential Mutual Fund,ICICI Pru BSE 500 ETF,ICICI Pru BSE 500 ETF,Unrated,53,-0.54,3.69,-3.23,3.31,7.7,14.6,24.84,341.41,0.32,38531
ICICI Pru BSE 500 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,3,5.94,3.84,-3.28,6.75,7.86,34.21,40.12,37632.49,0.07,27621
ICICI Pru BSE 500 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty PSU Bank BeES,Nippon India ETF Nifty PSU Bank BeES,Unrated,2,2.22,9.79,6.23,7.71,-5.52,35.07,38.87,2522.19,0.49,3722
ICICI Pru BSE 500 ETF,Kotak Mahindra Mutual Fund,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Unrated,1,2.22,9.79,6.22,7.71,-5.54,35.09,38.81,1375.14,0.49,3723
ICICI Pru BSE 500 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,5,0.04,3.95,-4.52,3.84,4.22,28.25,34.59,17930.29,0.07,38252
WOC ELSS Tax Saver Fund-Reg(G),WhiteOak Capital Mutual Fund,WOC ELSS Tax Saver Fund-Reg(G),WOC ELSS Tax Saver Fund-Reg(G),Unrated,,-3.49,3.58,-0.86,2.9,16.33,,,341.11,2.34,46773
WOC ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,19,-7.99,5.53,-9.07,-2.62,2.07,16.79,35.83,32.63,1.42,37867
WOC ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Tax Adv Fund-Sr III-Reg(G),Sundaram LT Tax Adv Fund-Sr III-Reg(G),Unrated,15,-6.76,5.39,-8.44,-2.05,2.37,17.71,35.02,30.07,1.41,38374
WOC ELSS Tax Saver Fund-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,39,-1.5,3.85,-10.25,1.17,-6.46,13.86,34.77,10404.84,1.67,889
